word,lemma,part_of_speech,cefr,english,tense,person
berrai,bere,verb_form,A1,to drink,future,tu
berrà,bere,verb_form,A1,to drink,future,lui/lei
berremo,bere,verb_form,A1,to drink,future,noi
berrete,bere,verb_form,A1,to drink,future,voi
berranno,bere,verb_form,A1,to drink,future,loro
berrei,bere,verb_form,A1,to drink,conditional,io
berresti,bere,verb_form,A1,to drink,conditional,tu
berrebbe,bere,verb_form,A1,to drink,conditional,lui/lei
berremmo,bere,verb_form,A1,to drink,conditional,noi
berreste,bere,verb_form,A1,to drink,conditional,voi
berrebbero,bere,verb_form,A1,to drink,conditional,loro
comprare,comprare,verb_form,A1,to buy,infinitive,
compro,comprare,verb_form,A1,to buy,present,io
compri,comprare,verb_form,A1,to buy,present,tu
compra,comprare,verb_form,A1,to buy,present,lui/lei
compriamo,comprare,verb_form,A1,to buy,present,noi
comprate,comprare,verb_form,A1,to buy,present,voi
comprano,comprare,verb_form,A1,to buy,present,loro
compravo,comprare,verb_form,A1,to buy,imperfect,io
compravi,comprare,verb_form,A1,to buy,imperfect,tu
comprava,comprare,verb_form,A1,to buy,imperfect,lui/lei
compravamo,comprare,verb_form,A1,to buy,imperfect,noi
compravate,comprare,verb_form,A1,to buy,imperfect,voi
compravano,comprare,verb_form,A1,to buy,imperfect,loro
comprato,comprare,verb_form,A1,to buy,past_participle,
comprando,comprare,verb_form,A1,to buy,gerund,
comprerò,comprare,verb_form,A1,to buy,future,io
comprerai,comprare,verb_form,A1,to buy,future,tu
comprerà,comprare,verb_form,A1,to buy,future,lui/lei
compreremo,comprare,verb_form,A1,to buy,future,noi
comprerete,comprare,verb_form,A1,to buy,future,voi
compreranno,comprare,verb_form,A1,to buy,future,loro
comprerei,comprare,verb_form,A1,to buy,conditional,io
compreresti,comprare,verb_form,A1,to buy,conditional,tu
comprerebbe,comprare,verb_form,A1,to buy,conditional,lui/lei
compreremmo,comprare,verb_form,A1,to buy,conditional,noi
comprereste,comprare,verb_form,A1,to buy,conditional,voi
comprerebbero,comprare,verb_form,A1,to buy,conditional,loro
vendere,vendere,verb_form,A1,to sell,infinitive,
vendo,vendere,verb_form,A1,to sell,present,io
vendi,vendere,verb_form,A1,to sell,present,tu
vende,vendere,verb_form,A1,to sell,present,lui/lei
vendiamo,vendere,verb_form,A1,to sell,present,noi
vendete,vendere,verb_form,A1,to sell,present,voi
vendono,vendere,verb_form,A1,to sell,present,loro
vendevo,vendere,verb_form,A1,to sell,imperfect,io
vendevi,vendere,verb_form,A1,to sell,imperfect,tu
vendeva,vendere,verb_form,A1,to sell,imperfect,lui/lei
vendevamo,vendere,verb_form,A1,to sell,imperfect,noi
vendevate,vendere,verb_form,A1,to sell,imperfect,voi
vendevano,vendere,verb_form,A1,to sell,imperfect,loro
venduto,vendere,verb_form,A1,to sell,past_participle,
vendendo,vendere,verb_form,A1,to sell,gerund,
venderò,vendere,verb_form,A1,to sell,future,io
venderai,vendere,verb_form,A1,to sell,future,tu
venderà,vendere,verb_form,A1,to sell,future,lui/lei
venderemo,vendere,verb_form,A1,to sell,future,noi
venderete,vendere,verb_form,A1,to sell,future,voi
venderanno,vendere,verb_form,A1,to sell,future,loro
venderei,vendere,verb_form,A1,to sell,conditional,io
venderesti,vendere,verb_form,A1,to sell,conditional,tu
venderebbe,vendere,verb_form,A1,to sell,conditional,lui/lei
venderemmo,vendere,verb_form,A1,to sell,conditional,noi
vendereste,vendere,verb_form,A1,to sell,conditional,voi
venderebbero,vendere,verb_form,A1,to sell,conditional,loro
lavorare,lavorare,verb_form,A1,to work,infinitive,
lavoro,lavorare,verb_form,A1,to work,present,io
lavori,lavorare,verb_form,A1,to work,present,tu
lavora,lavorare,verb_form,A1,to work,present,lui/lei
lavoriamo,lavorare,verb_form,A1,to work,present,noi
lavorate,lavorare,verb_form,A1,to work,present,voi
lavorano,lavorare,verb_form,A1,to work,present,loro
lavoravo,lavorare,verb_form,A1,to work,imperfect,io
lavoravi,lavorare,verb_form,A1,to work,imperfect,tu
lavorava,lavorare,verb_form,A1,to work,imperfect,lui/lei
lavoravamo,lavorare,verb_form,A1,to work,imperfect,noi
lavoravate,lavorare,verb_form,A1,to work,imperfect,voi
lavoravano,lavorare,verb_form,A1,to work,imperfect,loro
lavorato,lavorare,verb_form,A1,to work,past_participle,
lavorando,lavorare,verb_form,A1,to work,gerund,
lavorerò,lavorare,verb_form,A1,to work,future,io
lavorerai,lavorare,verb_form,A1,to work,future,tu
lavorerà,lavorare,verb_form,A1,to work,future,lui/lei
lavoreremo,lavorare,verb_form,A1,to work,future,noi
lavorerete,lavorare,verb_form,A1,to work,future,voi
lavoreranno,lavorare,verb_form,A1,to work,future,loro
lavorerei,lavorare,verb_form,A1,to work,conditional,io
lavoreresti,lavorare,verb_form,A1,to work,conditional,tu
lavorerebbe,lavorare,verb_form,A1,to work,conditional,lui/lei
lavoreremmo,lavorare,verb_form,A1,to work,conditional,noi
lavorereste,lavorare,verb_form,A1,to work,conditional,voi
lavorerebbero,lavorare,verb_form,A1,to work,conditional,loro
studiare,studiare,verb_form,A1,to study,infinitive,
studio,studiare,verb_form,A1,to study,present,io
studii,studiare,verb_form,A1,to study,present,tu
studia,studiare,verb_form,A1,to study,present,lui/lei
studiiamo,studiare,verb_form,A1,to study,present,noi
studiate,studiare,verb_form,A1,to study,present,voi
studiano,studiare,verb_form,A1,to study,present,loro
studiavo,studiare,verb_form,A1,to study,imperfect,io
studiavi,studiare,verb_form,A1,to study,imperfect,tu
studiava,studiare,verb_form,A1,to study,imperfect,lui/lei
studiavamo,studiare,verb_form,A1,to study,imperfect,noi
studiavate,studiare,verb_form,A1,to study,imperfect,voi
studiavano,studiare,verb_form,A1,to study,imperfect,loro
studiato,studiare,verb_form,A1,to study,past_participle,
studiando,studiare,verb_form,A1,to study,gerund,
studierò,studiare,verb_form,A1,to study,future,io
studierai,studiare,verb_form,A1,to study,future,tu
studierà,studiare,verb_form,A1,to study,future,lui/lei
studieremo,studiare,verb_form,A1,to study,future,noi
studierete,studiare,verb_form,A1,to study,future,voi
studieranno,studiare,verb_form,A1,to study,future,loro
studierei,studiare,verb_form,A1,to study,conditional,io
studieresti,studiare,verb_form,A1,to study,conditional,tu
studierebbe,studiare,verb_form,A1,to study,conditional,lui/lei
studieremmo,studiare,verb_form,A1,to study,conditional,noi
studiereste,studiare,verb_form,A1,to study,conditional,voi
studierebbero,studiare,verb_form,A1,to study,conditional,loro
leggere,leggere,verb_form,A1,to read,infinitive,
leggo,leggere,verb_form,A1,to read,present,io
leggi,leggere,verb_form,A1,to read,present,tu
legge,leggere,verb_form,A1,to read,present,lui/lei
leggiamo,leggere,verb_form,A1,to read,present,noi
leggete,leggere,verb_form,A1,to read,present,voi
leggono,leggere,verb_form,A1,to read,present,loro
leggevo,leggere,verb_form,A1,to read,imperfect,io
leggevi,leggere,verb_form,A1,to read,imperfect,tu
leggeva,leggere,verb_form,A1,to read,imperfect,lui/lei
leggevamo,leggere,verb_form,A1,to read,imperfect,noi
leggevate,leggere,verb_form,A1,to read,imperfect,voi
leggevano,leggere,verb_form,A1,to read,imperfect,loro
letto,leggere,verb_form,A1,to read,past_participle,
leggendo,leggere,verb_form,A1,to read,gerund,
leggerò,leggere,verb_form,A1,to read,future,io
leggerai,leggere,verb_form,A1,to read,future,tu
leggerà,leggere,verb_form,A1,to read,future,lui/lei
leggeremo,leggere,verb_form,A1,to read,future,noi
leggerete,leggere,verb_form,A1,to read,future,voi
leggeranno,leggere,verb_form,A1,to read,future,loro
leggerei,leggere,verb_form,A1,to read,conditional,io
leggeresti,leggere,verb_form,A1,to read,conditional,tu
leggerebbe,leggere,verb_form,A1,to read,conditional,lui/lei
leggeremmo,leggere,verb_form,A1,to read,conditional,noi
leggereste,leggere,verb_form,A1,to read,conditional,voi
leggerebbero,leggere,verb_form,A1,to read,conditional,loro
scrivere,scrivere,verb_form,A1,to write,infinitive,
scrivo,scrivere,verb_form,A1,to write,present,io
scrivi,scrivere,verb_form,A1,to write,present,tu
scrive,scrivere,verb_form,A1,to write,present,lui/lei
scriviamo,scrivere,verb_form,A1,to write,present,noi
scrivete,scrivere,verb_form,A1,to write,present,voi
scrivono,scrivere,verb_form,A1,to write,present,loro
scrivevo,scrivere,verb_form,A1,to write,imperfect,io
scrivevi,scrivere,verb_form,A1,to write,imperfect,tu
scriveva,scrivere,verb_form,A1,to write,imperfect,lui/lei
scrivevamo,scrivere,verb_form,A1,to write,imperfect,noi
scrivevate,scrivere,verb_form,A1,to write,imperfect,voi
scrivevano,scrivere,verb_form,A1,to write,imperfect,loro
scritto,scrivere,verb_form,A1,to write,past_participle,
scrivendo,scrivere,verb_form,A1,to write,gerund,
scriverò,scrivere,verb_form,A1,to write,future,io
scriverai,scrivere,verb_form,A1,to write,future,tu
scriverà,scrivere,verb_form,A1,to write,future,lui/lei
scriveremo,scrivere,verb_form,A1,to write,future,noi
scriverete,scrivere,verb_form,A1,to write,future,voi
scriveranno,scrivere,verb_form,A1,to write,future,loro
scriverei,scrivere,verb_form,A1,to write,conditional,io
scriveresti,scrivere,verb_form,A1,to write,conditional,tu
scriverebbe,scrivere,verb_form,A1,to write,conditional,lui/lei
scriveremmo,scrivere,verb_form,A1,to write,conditional,noi
scrivereste,scrivere,verb_form,A1,to write,conditional,voi
scriverebbero,scrivere,verb_form,A1,to write,conditional,loro
ascoltare,ascoltare,verb_form,A1,to listen,infinitive,
ascolto,ascoltare,verb_form,A1,to listen,present,io
ascolti,ascoltare,verb_form,A1,to listen,present,tu
ascolta,ascoltare,verb_form,A1,to listen,present,lui/lei
ascoltiamo,ascoltare,verb_form,A1,to listen,present,noi
ascoltate,ascoltare,verb_form,A1,to listen,present,voi
ascoltano,ascoltare,verb_form,A1,to listen,present,loro
ascoltavo,ascoltare,verb_form,A1,to listen,imperfect,io
ascoltavi,ascoltare,verb_form,A1,to listen,imperfect,tu
ascoltava,ascoltare,verb_form,A1,to listen,imperfect,lui/lei
ascoltavamo,ascoltare,verb_form,A1,to listen,imperfect,noi
ascoltavate,ascoltare,verb_form,A1,to listen,imperfect,voi
ascoltavano,ascoltare,verb_form,A1,to listen,imperfect,loro
ascoltato,ascoltare,verb_form,A1,to listen,past_participle,
ascoltando,ascoltare,verb_form,A1,to listen,gerund,
ascolterò,ascoltare,verb_form,A1,to listen,future,io
ascolterai,ascoltare,verb_form,A1,to listen,future,tu
ascolterà,ascoltare,verb_form,A1,to listen,future,lui/lei
ascolteremo,ascoltare,verb_form,A1,to listen,future,noi
ascolterete,ascoltare,verb_form,A1,to listen,future,voi
ascolteranno,ascoltare,verb_form,A1,to listen,future,loro
ascolterei,ascoltare,verb_form,A1,to listen,conditional,io
ascolteresti,ascoltare,verb_form,A1,to listen,conditional,tu
ascolterebbe,ascoltare,verb_form,A1,to listen,conditional,lui/lei
ascolteremmo,ascoltare,verb_form,A1,to listen,conditional,noi
ascoltereste,ascoltare,verb_form,A1,to listen,conditional,voi
ascolterebbero,ascoltare,verb_form,A1,to listen,conditional,loro
chiedere,chiedere,verb_form,A1,to ask,infinitive,
chiedo,chiedere,verb_form,A1,to ask,present,io
chiedi,chiedere,verb_form,A1,to ask,present,tu
chiede,chiedere,verb_form,A1,to ask,present,lui/lei
chiediamo,chiedere,verb_form,A1,to ask,present,noi
chiedete,chiedere,verb_form,A1,to ask,present,voi
chiedono,chiedere,verb_form,A1,to ask,present,loro
chiedevo,chiedere,verb_form,A1,to ask,imperfect,io
chiedevi,chiedere,verb_form,A1,to ask,imperfect,tu
chiedeva,chiedere,verb_form,A1,to ask,imperfect,lui/lei
chiedevamo,chiedere,verb_form,A1,to ask,imperfect,noi
chiedevate,chiedere,verb_form,A1,to ask,imperfect,voi
chiedevano,chiedere,verb_form,A1,to ask,imperfect,loro
chiesto,chiedere,verb_form,A1,to ask,past_participle,
chiedendo,chiedere,verb_form,A1,to ask,gerund,
chiederò,chiedere,verb_form,A1,to ask,future,io
chiederai,chiedere,verb_form,A1,to ask,future,tu
chiederà,chiedere,verb_form,A1,to ask,future,lui/lei
chiederemo,chiedere,verb_form,A1,to ask,future,noi
chiederete,chiedere,verb_form,A1,to ask,future,voi
chiederanno,chiedere,verb_form,A1,to ask,future,loro
chiederei,chiedere,verb_form,A1,to ask,conditional,io
chiederesti,chiedere,verb_form,A1,to ask,conditional,tu
chiederebbe,chiedere,verb_form,A1,to ask,conditional,lui/lei
chiederemmo,chiedere,verb_form,A1,to ask,conditional,noi
chiedereste,chiedere,verb_form,A1,to ask,conditional,voi
chiederebbero,chiedere,verb_form,A1,to ask,conditional,loro
rispondere,rispondere,verb_form,A1,to answer,infinitive,
rispondo,rispondere,verb_form,A1,to answer,present,io
rispondi,rispondere,verb_form,A1,to answer,present,tu
risponde,rispondere,verb_form,A1,to answer,present,lui/lei
rispondiamo,rispondere,verb_form,A1,to answer,present,noi
rispondete,rispondere,verb_form,A1,to answer,present,voi
rispondono,rispondere,verb_form,A1,to answer,present,loro
rispondevo,rispondere,verb_form,A1,to answer,imperfect,io
rispondevi,rispondere,verb_form,A1,to answer,imperfect,tu
rispondeva,rispondere,verb_form,A1,to answer,imperfect,lui/lei
rispondevamo,rispondere,verb_form,A1,to answer,imperfect,noi
rispondevate,rispondere,verb_form,A1,to answer,imperfect,voi
rispondevano,rispondere,verb_form,A1,to answer,imperfect,loro
risposto,rispondere,verb_form,A1,to answer,past_participle,
rispondendo,rispondere,verb_form,A1,to answer,gerund,
risponderò,rispondere,verb_form,A1,to answer,future,io
risponderai,rispondere,verb_form,A1,to answer,future,tu
risponderà,rispondere,verb_form,A1,to answer,future,lui/lei
risponderemo,rispondere,verb_form,A1,to answer,future,noi
risponderete,rispondere,verb_form,A1,to answer,future,voi
risponderanno,rispondere,verb_form,A1,to answer,future,loro
risponderei,rispondere,verb_form,A1,to answer,conditional,io
risponderesti,rispondere,verb_form,A1,to answer,conditional,tu
risponderebbe,rispondere,verb_form,A1,to answer,conditional,lui/lei
risponderemmo,rispondere,verb_form,A1,to answer,conditional,noi
rispondereste,rispondere,verb_form,A1,to answer,conditional,voi
risponderebbero,rispondere,verb_form,A1,to answer,conditional,loro
aprire,aprire,verb_form,A1,to open,infinitive,
apro,aprire,verb_form,A1,to open,present,io
apri,aprire,verb_form,A1,to open,present,tu
apre,aprire,verb_form,A1,to open,present,lui/lei
apriamo,aprire,verb_form,A1,to open,present,noi
aprite,aprire,verb_form,A1,to open,present,voi
aprono,aprire,verb_form,A1,to open,present,loro
aprivo,aprire,verb_form,A1,to open,imperfect,io
aprivi,aprire,verb_form,A1,to open,imperfect,tu
apriva,aprire,verb_form,A1,to open,imperfect,lui/lei
aprivamo,aprire,verb_form,A1,to open,imperfect,noi
aprivate,aprire,verb_form,A1,to open,imperfect,voi
aprivano,aprire,verb_form,A1,to open,imperfect,loro
aperto,aprire,verb_form,A1,to open,past_participle,
aprendo,aprire,verb_form,A1,to open,gerund,
aprirò,aprire,verb_form,A1,to open,future,io
aprirai,aprire,verb_form,A1,to open,future,tu
aprirà,aprire,verb_form,A1,to open,future,lui/lei
apriremo,aprire,verb_form,A1,to open,future,noi
aprirete,aprire,verb_form,A1,to open,future,voi
apriranno,aprire,verb_form,A1,to open,future,loro
aprirei,aprire,verb_form,A1,to open,conditional,io
apriresti,aprire,verb_form,A1,to open,conditional,tu
aprirebbe,aprire,verb_form,A1,to open,conditional,lui/lei
apriremmo,aprire,verb_form,A1,to open,conditional,noi
aprireste,aprire,verb_form,A1,to open,conditional,voi
aprirebbero,aprire,verb_form,A1,to open,conditional,loro
chiudere,chiudere,verb_form,A1,to close,infinitive,
chiudo,chiudere,verb_form,A1,to close,present,io
chiudi,chiudere,verb_form,A1,to close,present,tu
chiude,chiudere,verb_form,A1,to close,present,lui/lei
chiudiamo,chiudere,verb_form,A1,to close,present,noi
chiudete,chiudere,verb_form,A1,to close,present,voi
chiudono,chiudere,verb_form,A1,to close,present,loro
chiudevo,chiudere,verb_form,A1,to close,imperfect,io
chiudevi,chiudere,verb_form,A1,to close,imperfect,tu
chiudeva,chiudere,verb_form,A1,to close,imperfect,lui/lei
chiudevamo,chiudere,verb_form,A1,to close,imperfect,noi
chiudevate,chiudere,verb_form,A1,to close,imperfect,voi
chiudevano,chiudere,verb_form,A1,to close,imperfect,loro
chiuso,chiudere,verb_form,A1,to close,past_participle,
chiudendo,chiudere,verb_form,A1,to close,gerund,
chiuderò,chiudere,verb_form,A1,to close,future,io
chiuderai,chiudere,verb_form,A1,to close,future,tu
chiuderà,chiudere,verb_form,A1,to close,future,lui/lei
chiuderemo,chiudere,verb_form,A1,to close,future,noi
chiuderete,chiudere,verb_form,A1,to close,future,voi
chiuderanno,chiudere,verb_form,A1,to close,future,loro
chiuderei,chiudere,verb_form,A1,to close,conditional,io
chiuderesti,chiudere,verb_form,A1,to close,conditional,tu
chiuderebbe,chiudere,verb_form,A1,to close,conditional,lui/lei
chiuderemmo,chiudere,verb_form,A1,to close,conditional,noi
chiudereste,chiudere,verb_form,A1,to close,conditional,voi
chiuderebbero,chiudere,verb_form,A1,to close,conditional,loro
mettere,mettere,verb_form,A1,to put,infinitive,
metto,mettere,verb_form,A1,to put,present,io
metti,mettere,verb_form,A1,to put,present,tu
mette,mettere,verb_form,A1,to put,present,lui/lei
mettiamo,mettere,verb_form,A1,to put,present,noi
mettete,mettere,verb_form,A1,to put,present,voi
mettono,mettere,verb_form,A1,to put,present,loro
mettevo,mettere,verb_form,A1,to put,imperfect,io
mettevi,mettere,verb_form,A1,to put,imperfect,tu
metteva,mettere,verb_form,A1,to put,imperfect,lui/lei
mettevamo,mettere,verb_form,A1,to put,imperfect,noi
mettevate,mettere,verb_form,A1,to put,imperfect,voi
mettevano,mettere,verb_form,A1,to put,imperfect,loro
